,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
9289,46,163,1,2,2,2,1,1,1,1,2,3,3,4,4,1,0,0.0,0,1,1,0,1,0,0,1,0,1,0
9291,67,488,3,0,3,3,3,3,1,3,4,4,3,2,3,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
9296,34,1208,4,3,4,4,3,4,3,3,3,2,4,3,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9298,55,109,2,4,2,1,5,2,5,5,4,2,4,4,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9302,30,680,2,2,2,3,1,2,1,1,3,4,5,5,5,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9303,58,231,2,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9308,39,577,5,5,5,5,3,5,4,3,3,3,3,3,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9310,39,2475,1,1,1,1,4,1,4,4,4,4,3,4,5,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9315,12,331,3,5,3,3,5,3,5,5,5,3,3,5,2,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9317,16,1609,3,5,3,1,1,3,1,1,5,4,5,3,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9318,72,1721,2,2,2,2,5,4,5,5,5,5,4,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9319,52,1601,4,4,4,4,4,5,5,4,4,5,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9320,47,429,4,1,1,1,4,4,4,4,2,5,4,2,2,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
9332,50,430,3,2,3,3,4,5,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9333,36,188,4,1,4,2,1,3,2,2,2,4,2,2,2,2,0,0.0,1,0,1,0,0,1,1,0,0,0,1
9336,56,1024,5,3,3,3,3,2,2,5,5,5,5,4,5,1,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9346,35,1746,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9348,40,2400,4,4,3,4,2,4,2,2,2,2,2,3,2,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9351,18,577,3,4,3,4,4,3,4,4,5,3,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9352,30,2021,4,4,4,4,5,5,5,5,4,4,4,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9362,38,1448,3,4,4,4,3,3,3,3,4,2,5,2,2,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9363,49,3200,0,0,0,3,2,4,5,3,3,2,2,3,3,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9366,48,919,1,4,1,2,2,1,2,2,5,5,4,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9368,16,1096,2,3,2,3,4,2,4,4,3,3,4,3,3,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9370,22,837,2,3,3,3,1,3,1,1,3,2,4,5,4,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9377,17,1042,4,4,4,3,4,4,4,4,3,1,4,4,3,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
9378,41,862,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9379,57,1990,4,4,3,4,4,4,4,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9381,41,229,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9384,26,594,5,4,4,2,4,4,4,4,3,3,4,3,4,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
9385,50,453,3,5,3,4,2,3,2,2,3,2,1,3,4,2,0,0.0,0,1,1,0,0,1,0,0,1,1,0
9386,43,268,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0.0,1,0,1,0,1,0,0,1,0,1,0
9389,47,515,4,4,2,4,4,4,4,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9392,56,376,1,5,5,1,2,5,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9394,50,429,3,0,3,5,3,3,3,3,5,5,5,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9398,46,544,4,5,4,2,1,1,3,4,4,4,4,5,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9401,33,2462,2,1,2,2,3,5,2,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9404,24,271,5,0,5,1,1,5,1,1,3,2,4,3,5,1,0,0.0,0,1,0,1,1,0,1,0,0,0,1
9406,26,376,2,0,2,4,2,2,2,2,2,1,1,2,3,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9407,34,693,2,4,2,2,2,2,2,2,3,3,5,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9408,8,2586,1,4,1,1,4,1,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9411,60,3657,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9412,46,3540,3,3,5,3,2,4,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9413,12,2556,3,2,3,4,3,4,4,4,2,3,3,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9417,70,1696,3,3,3,3,3,5,5,3,3,3,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9420,41,391,3,3,3,3,5,3,5,5,4,3,1,2,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9422,52,404,2,4,5,3,4,5,4,4,4,4,5,5,4,4,0,0.0,0,1,1,0,0,1,0,0,1,1,0
9423,68,808,3,5,3,4,1,3,3,5,5,3,4,5,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9424,34,569,1,1,1,5,4,1,4,4,3,3,4,5,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9425,53,696,1,3,1,4,1,4,4,2,2,1,5,3,2,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9428,27,1044,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9433,38,458,2,4,2,4,2,1,2,2,3,5,4,4,4,2,0,0.0,1,0,1,0,1,0,0,0,1,1,0
9435,58,588,4,1,1,1,1,4,2,5,5,4,5,4,5,1,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9439,31,236,5,5,5,5,5,5,5,5,4,2,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9440,41,114,3,4,3,3,4,3,4,4,2,2,3,3,4,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
9442,10,581,3,4,3,1,4,3,4,4,3,4,5,5,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9443,51,569,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9451,54,1587,5,5,5,5,3,5,4,4,4,5,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9454,30,368,2,1,1,1,2,2,2,2,4,3,1,2,1,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
9455,44,1460,3,1,3,3,3,4,5,4,4,5,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9456,53,3401,2,2,4,2,3,5,5,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9458,35,2601,4,4,4,4,1,5,2,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9461,39,1599,5,5,5,5,2,4,5,2,2,2,2,3,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9462,34,1192,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9471,48,2841,2,2,2,2,5,3,4,3,3,3,3,5,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9473,43,3656,4,4,4,4,3,1,1,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9479,41,255,1,0,0,4,4,1,5,4,2,5,4,2,4,4,0,0.0,0,1,1,0,1,0,0,1,0,1,0
9482,12,1044,1,5,1,1,1,1,1,1,5,5,1,2,1,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9484,43,2704,3,3,3,3,5,5,5,3,4,3,4,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9487,23,177,3,3,3,1,1,3,1,1,3,4,5,4,3,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9489,27,657,0,0,0,1,5,0,5,5,3,1,2,4,2,5,0,0.0,0,1,1,0,1,0,0,0,1,0,1
9491,36,436,2,2,2,2,2,2,2,2,3,3,3,3,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
9492,51,1572,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9493,23,366,3,4,3,3,4,3,4,4,5,2,5,3,5,4,0,0.0,0,1,1,0,0,1,1,0,0,1,0
9495,48,229,3,4,3,3,4,3,4,4,4,2,4,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9497,37,325,1,0,0,3,1,0,1,1,3,3,3,2,4,1,0,0.0,1,0,0,1,1,0,0,0,1,1,0
9504,43,1594,4,4,4,4,2,2,4,5,5,5,5,2,5,1,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9505,54,907,2,4,2,3,4,2,4,4,3,3,5,3,4,4,0,0.0,0,1,1,0,0,1,0,0,1,1,0
9508,47,1096,5,5,5,5,2,5,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9509,27,332,1,1,1,3,5,1,4,5,5,4,5,5,5,5,0,0.0,1,0,0,1,1,0,1,0,0,1,0
9512,41,819,2,4,2,3,5,2,5,5,4,4,3,3,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9514,34,1027,0,5,0,2,3,0,3,3,5,4,4,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,0,1
9515,26,250,2,4,0,1,5,0,5,5,5,4,5,5,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9517,52,406,3,4,3,1,5,3,5,5,3,3,4,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9518,53,2815,3,3,3,3,2,4,4,4,4,5,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9519,18,828,5,4,5,4,4,5,2,4,2,1,3,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
9520,47,1616,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9525,25,728,4,4,4,1,2,4,3,2,3,4,5,3,5,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
9527,50,397,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9528,38,731,3,3,3,2,5,3,5,5,4,3,5,5,5,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9532,20,1182,2,2,2,4,1,2,1,1,4,4,3,2,3,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9537,43,2228,0,0,0,1,3,5,4,2,2,2,5,5,2,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9538,35,957,4,5,4,2,1,4,1,1,5,2,5,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9539,42,1587,5,5,5,5,3,4,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9543,26,612,3,0,3,3,2,3,2,2,2,1,3,2,2,2,0,0.0,0,1,0,1,1,0,0,1,0,1,0
9548,49,236,0,1,1,2,5,4,4,5,5,3,3,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9549,68,377,1,5,1,3,2,4,5,5,5,1,5,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9550,22,2525,1,1,1,1,5,5,5,5,5,5,5,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9552,53,760,4,2,4,4,4,4,4,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9553,26,641,2,2,2,5,3,2,3,3,3,3,4,5,4,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9555,32,2136,5,5,5,5,4,4,4,4,3,1,3,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9556,7,1372,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0.0,1,0,1,0,0,1,0,1,0,0,1
9559,11,507,4,4,2,4,5,5,5,5,5,5,5,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9561,22,1399,2,1,1,1,2,2,2,2,3,3,4,4,4,2,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9562,33,668,2,4,2,2,2,2,2,2,4,5,4,3,4,2,0,0.0,0,1,1,0,0,1,1,0,0,1,0
9563,29,2556,3,3,3,3,3,3,3,3,2,4,4,2,4,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9566,53,611,4,4,4,4,4,5,5,4,4,5,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9570,51,2763,2,3,3,3,5,4,3,2,2,2,2,2,2,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
9571,22,1145,4,0,3,3,2,3,2,2,4,2,4,3,5,2,0,0.0,0,1,0,1,1,0,1,0,0,0,1
9577,36,3087,4,4,2,4,3,1,3,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9580,14,119,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9581,21,852,4,4,4,5,1,4,1,1,5,2,4,3,5,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
9582,16,280,3,1,2,4,5,2,5,5,2,3,3,3,3,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9583,36,3669,4,4,4,4,4,4,4,4,4,5,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9584,27,177,2,5,2,5,4,2,4,4,2,1,3,4,2,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9586,27,2620,1,1,1,1,5,5,5,5,3,4,4,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9588,44,2337,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9594,55,130,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9596,24,1172,4,4,4,1,3,4,3,3,3,3,4,4,5,3,0,0.0,0,1,0,1,1,0,0,1,0,0,1
9600,29,3300,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9601,43,946,5,3,3,3,4,1,2,5,5,5,5,2,5,2,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9604,21,650,5,0,5,2,3,5,3,3,4,2,4,3,5,3,0,0.0,1,0,0,1,1,0,0,1,0,0,1
9616,23,158,1,5,1,3,4,1,4,4,3,2,2,3,1,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9619,37,414,3,3,3,3,5,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9623,28,602,3,3,3,3,4,4,4,4,5,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9625,21,280,5,5,5,1,2,5,2,2,4,3,5,5,5,2,0,0.0,1,0,0,1,1,0,0,1,0,0,1
9628,22,2556,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,0.0,0,1,1,0,1,0,0,1,0,1,0
9633,38,936,1,4,1,4,3,1,3,3,2,3,3,4,4,3,0,0.0,1,0,1,0,0,1,0,0,1,1,0
9638,53,157,5,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9643,19,994,5,0,5,4,5,5,5,5,5,5,4,5,5,5,0,0.0,0,1,0,1,1,0,1,0,0,0,1
9647,56,2154,4,2,4,4,5,5,2,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9650,67,247,2,4,2,5,5,5,4,4,4,2,5,5,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9662,67,836,2,4,2,5,4,5,4,3,3,2,3,4,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9663,30,1637,4,4,4,4,3,3,3,3,4,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9667,40,1054,4,1,1,1,4,4,4,5,2,5,4,4,5,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
9668,59,3397,3,3,3,3,4,5,4,3,3,3,3,4,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9676,45,3516,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9681,33,89,0,0,0,2,5,0,5,5,3,4,1,2,1,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9683,32,1744,1,3,0,4,2,0,2,2,4,1,4,4,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9684,44,3317,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9685,46,3132,4,4,4,4,3,4,4,3,3,4,3,3,3,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9687,59,1389,2,5,2,1,2,2,2,2,2,5,5,4,2,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9688,30,2984,4,4,4,4,5,5,5,5,3,4,5,4,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9689,50,1171,4,4,3,4,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9694,37,925,3,4,3,3,4,3,4,4,5,2,5,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9698,42,2573,0,4,0,2,3,4,4,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9701,65,1488,1,5,1,2,1,1,1,1,5,4,5,4,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9708,57,460,2,0,2,4,5,2,5,5,4,3,1,4,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9710,35,265,2,4,2,4,4,2,4,4,5,3,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9712,44,2342,1,1,1,4,2,1,2,2,3,4,5,3,4,2,0,0.0,1,0,0,1,1,0,1,0,0,1,0
9713,59,3637,4,2,4,4,4,4,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9714,29,3155,2,2,2,2,4,4,4,4,3,3,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9718,22,842,4,2,2,2,4,4,3,4,2,5,2,3,3,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9720,48,1609,3,2,2,3,5,2,4,2,2,2,2,2,2,1,0,0.0,0,1,1,0,0,1,1,0,0,1,0
9722,60,1590,2,2,2,2,2,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9724,52,626,5,5,5,5,2,4,5,3,3,4,3,3,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9725,57,2033,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9727,24,3480,1,4,4,4,1,1,1,1,2,3,3,3,3,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9730,33,1532,1,4,1,3,5,1,5,5,3,2,4,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9736,38,101,4,4,4,5,3,4,3,3,4,2,5,2,3,3,0,0.0,1,0,0,1,1,0,0,1,0,0,1
9749,50,1448,4,4,4,4,3,4,3,3,3,2,5,4,1,3,0,0.0,0,1,0,1,1,0,0,1,0,0,1
9752,45,846,2,4,2,4,5,4,5,4,4,2,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9754,42,909,4,5,3,3,5,4,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9763,30,762,3,3,3,3,5,3,2,5,3,4,3,2,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9767,23,558,5,0,5,1,3,5,3,3,3,4,3,2,2,3,0,0.0,1,0,0,1,1,0,0,1,0,0,1
9769,37,334,3,3,3,3,2,3,2,2,4,3,5,4,4,2,0,0.0,1,0,0,1,1,0,1,0,0,1,0
9771,51,453,1,5,1,4,2,5,5,3,3,1,3,3,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9773,38,548,3,5,3,2,4,3,4,4,3,1,5,2,2,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9774,23,558,1,4,1,2,1,1,1,1,3,3,5,3,4,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
9778,48,197,1,3,3,3,1,1,1,1,2,3,3,3,2,1,0,0.0,0,1,1,0,1,0,0,1,0,1,0
9779,21,1481,2,2,2,2,3,5,3,3,2,3,2,4,2,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9784,49,980,5,5,5,5,4,4,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9792,52,363,5,3,3,3,4,5,2,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9793,9,377,2,4,2,1,3,2,3,3,5,5,5,3,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9796,32,2639,3,2,2,2,3,3,3,3,3,1,4,3,3,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
9800,53,3460,1,1,1,1,4,4,4,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9810,42,1121,2,4,2,3,5,2,1,5,5,3,3,3,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9812,40,489,5,5,5,5,3,5,3,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9813,49,2213,4,2,4,4,3,5,5,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9816,16,621,3,4,3,3,4,3,4,4,4,5,4,5,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9817,24,427,2,4,2,3,4,2,4,4,5,4,3,4,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9822,45,731,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9826,33,377,4,5,5,5,4,4,4,4,4,4,1,3,2,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
9827,29,547,4,0,4,1,1,4,1,1,4,2,5,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9830,32,277,5,4,4,4,5,5,5,5,3,1,2,3,3,5,0,0.0,1,0,1,0,1,0,0,0,1,0,1
9831,33,190,4,0,4,5,3,4,3,3,3,1,4,5,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9833,33,1609,2,2,2,2,5,4,5,5,5,2,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9834,44,376,1,1,1,1,3,5,5,3,3,3,3,2,3,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9839,42,846,4,3,3,3,3,2,4,4,4,4,4,2,4,1,0,0.0,1,0,1,0,1,0,0,1,0,0,1
9840,30,977,4,4,4,3,4,4,4,4,2,1,5,2,4,4,0,0.0,1,0,0,1,1,0,0,0,1,0,1
9845,48,451,3,3,3,2,5,3,5,5,3,1,2,2,2,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
9846,26,1089,4,4,4,2,2,4,2,2,3,2,5,4,4,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9854,25,926,4,3,3,3,4,4,3,4,5,4,4,5,3,4,0,0.0,0,1,1,0,1,0,0,0,1,0,1
9855,26,798,1,4,1,1,4,1,4,4,5,2,2,2,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9858,10,447,3,5,3,1,1,3,3,1,4,2,4,5,4,1,0,0.0,1,0,1,0,0,1,1,0,0,1,0
9861,15,594,5,1,5,3,1,5,1,1,3,2,4,4,3,1,0,0.0,0,1,1,0,0,1,0,1,0,0,1
9862,37,1138,4,4,4,4,5,4,5,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9866,41,299,2,5,5,5,2,3,3,2,2,2,2,4,2,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9867,48,1831,5,5,2,5,2,4,4,2,2,3,2,3,2,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9870,12,817,5,1,1,1,5,5,3,5,2,1,3,4,4,5,0,0.0,0,1,1,0,1,0,0,0,1,0,1
9874,10,2454,2,5,2,3,5,2,1,5,3,5,3,4,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9876,24,337,2,2,2,2,1,2,1,1,2,4,2,3,2,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9881,24,196,2,1,1,1,4,3,2,4,4,5,4,4,3,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
9882,53,328,3,3,3,2,3,4,5,3,3,3,5,5,3,1,0,0.0,1,0,1,0,0,1,0,0,1,1,0
9886,36,610,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0.0,1,0,0,1,1,0,0,0,1,1,0
9895,67,2359,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
9898,37,208,3,4,4,4,3,3,4,2,2,3,3,4,2,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
9901,50,421,1,1,1,2,3,1,3,3,3,5,4,4,5,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
9902,24,448,4,1,5,1,4,4,5,4,2,4,5,5,1,4,0,0.0,0,1,1,0,1,0,0,0,1,0,1
9904,37,228,1,4,1,5,3,1,1,3,4,2,5,2,1,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
9907,25,2444,1,4,4,4,1,1,1,1,3,4,4,4,3,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
9909,20,237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
9910,55,946,3,1,1,1,5,3,4,3,3,3,3,2,3,4,0,0.0,1,0,1,0,1,0,0,1,0,1,0
9912,38,425,5,0,0,1,2,0,2,2,4,5,4,5,5,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
9916,60,3004,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
9919,28,2409,3,3,3,5,4,3,3,4,5,1,4,5,1,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
